Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU01,20.25,Regular,1.2,Canned,183.59,OUT017,2007,,Tier 2,Supermarket Type1,2406.0
NCZ17,12.15,Low Fat,8.0,Health and Hygiene,36.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.0
FDU34,,LF,7.5,Snack Foods,125.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.0
FDB16,8.21,Low Fat,4.5,Dairy,88.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1134.0
FDG10,6.63,Regular,1.8,Snack Foods,57.76,OUT010,1998,,Tier 3,Grocery Store,57.0
FDH46,6.935,Regular,4.1,Snack Foods,101.83,OUT013,1987,High,Tier 3,Supermarket Type1,2256.0
FDC16,,Regular,2.0,Dairy,88.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.0
FDH50,15.0,Regular,16.1,Canned,185.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.0
NCZ18,7.825,Low Fat,18.6,Household,255.47,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.0
FDJ32,10.695,LF,5.8,Fruits and Vegetables,61.45,OUT046,1997,Small,Tier 1,Supermarket Type1,429.0
DRI23,18.85,Low Fat,0.0,Hard Drinks,162.06,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.0
DRD01,12.1,Regular,6.1,Soft Drinks,53.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,387.0
FDY02,8.945,Regular,8.8,Dairy,261.09,OUT045,2002,,Tier 2,Supermarket Type1,3419.0
FDG38,8.975,Regular,5.3,Canned,86.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.0
NCG30,20.2,Low Fat,11.2,Household,124.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1121.0
FDO31,6.76,Regular,2.9,Fruits and Vegetables,80.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.0
NCU42,9.0,Low Fat,2.0,Household,168.15,OUT045,2002,,Tier 2,Supermarket Type1,4211.0
NCG30,20.2,Low Fat,11.3,Household,123.1,OUT045,2002,,Tier 2,Supermarket Type1,1121.0
NCA30,19.0,Low Fat,0.0,Household,189.19,OUT046,1997,Small,Tier 1,Supermarket Type1,567.0
FDF29,15.1,Regular,2.0,Frozen Foods,129.43,OUT013,1987,High,Tier 3,Supermarket Type1,3505.0
FDI14,14.1,Low Fat,9.0,Canned,142.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3529.0
FDY57,20.2,Regular,12.1,Snack Foods,94.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.0
FDT27,,Regular,6.9,Meat,232.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.0
FDM46,,Low Fat,15.9,Snack Foods,92.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.0
NCD30,,Low Fat,0.0,Household,98.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,979.0
FDJ15,,Regular,2.3,Dairy,183.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.0
NCW05,20.25,Low Fat,14.8,Health and Hygiene,108.89,OUT045,2002,,Tier 2,Supermarket Type1,3645.0
FDT13,14.85,Low Fat,0.0,Canned,187.72,OUT010,1998,,Tier 3,Grocery Store,188.0
NCP06,20.7,Low Fat,6.6,Household,149.74,OUT010,1998,,Tier 3,Grocery Store,151.0
FDP03,5.15,Regular,6.1,Meat,122.14,OUT045,2002,,Tier 2,Supermarket Type1,2353.0
NCM30,,Low Fat,11.8,Household,43.28,OUT019,1985,Small,Tier 1,Grocery Store,41.0
FDK20,12.6,Regular,4.2,Fruits and Vegetables,124.31,OUT013,1987,High,Tier 3,Supermarket Type1,5023.0
FDX01,10.1,Low Fat,2.4,Canned,114.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.0
FDV57,15.25,Regular,6.6,Snack Foods,179.67,OUT017,2007,,Tier 2,Supermarket Type1,6472.0
FDY34,10.5,Regular,1.1,Snack Foods,167.18,OUT045,2002,,Tier 2,Supermarket Type1,2984.0
FDP37,,Low Fat,25.1,Breakfast,127.0,OUT019,1985,Small,Tier 1,Grocery Store,385.0
FDP22,14.65,Regular,9.9,Snack Foods,52.87,OUT035,2004,Small,Tier 2,Supermarket Type1,461.0
FDS25,6.885,Regular,14.0,Canned,108.72,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.0
NCY18,7.285,Low Fat,3.1,Household,176.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2627.0
FDO08,11.1,Regular,5.4,Fruits and Vegetables,165.15,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0
NCI43,,Low Fat,2.6,Household,48.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1678.0
FDH16,10.5,Low Fat,5.3,Frozen Foods,89.68,OUT046,1997,Small,Tier 1,Supermarket Type1,989.0
NCZ05,,Low Fat,10.2,Health and Hygiene,104.7,OUT019,1985,Small,Tier 1,Grocery Store,103.0
DRE49,20.75,Low Fat,2.1,Soft Drinks,151.9,OUT045,2002,,Tier 2,Supermarket Type1,2732.0
FDO09,,Regular,12.5,Snack Foods,261.09,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.0
FDA08,11.85,Regular,5.0,Fruits and Vegetables,164.65,OUT013,1987,High,Tier 3,Supermarket Type1,2138.0
NCD55,14.0,Low Fat,2.4,Household,41.15,OUT017,2007,,Tier 2,Supermarket Type1,503.0
NCR50,20.2,Low Fat,1.2,Household,154.63,OUT013,1987,High,Tier 3,Supermarket Type1,4288.0
NCC06,19.0,Low Fat,2.7,Household,127.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3963.0
FDC34,16.0,Regular,17.3,Snack Foods,154.6,OUT013,1987,High,Tier 3,Supermarket Type1,1870.0
FDQ49,,Regular,6.9,Breakfast,155.56,OUT019,1985,Small,Tier 1,Grocery Store,469.0
FDS60,20.85,Low Fat,3.2,Baking Goods,181.67,OUT013,1987,High,Tier 3,Supermarket Type1,1438.0
FDP10,19.0,Low Fat,12.8,Snack Foods,107.66,OUT013,1987,High,Tier 3,Supermarket Type1,1270.0
FDW46,13.0,Regular,7.0,Snack Foods,64.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.0
FDG53,10.0,Low Fat,7.7,Frozen Foods,141.62,OUT010,1998,,Tier 3,Grocery Store,140.0
FDP57,17.5,low fat,5.2,Snack Foods,104.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1858.0
NCP43,,Low Fat,5.3,Others,181.77,OUT019,1985,Small,Tier 1,Grocery Store,180.0
FDW49,19.5,Low Fat,8.3,Canned,180.2,OUT017,2007,,Tier 2,Supermarket Type1,5194.0
FDA28,16.1,Regular,8.0,Frozen Foods,124.24,OUT010,1998,,Tier 3,Grocery Store,378.0
NCS42,8.6,low fat,6.9,Household,91.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.0
FDP21,,Regular,2.6,Snack Foods,188.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6240.0
DRJ39,20.25,Low Fat,3.6,Dairy,220.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3067.0
FDH12,9.6,Low Fat,8.5,Baking Goods,105.03,OUT017,2007,,Tier 2,Supermarket Type1,2557.0
FDQ13,11.1,Low Fat,1.1,Canned,83.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1594.0
NCQ06,13.0,LF,4.2,Household,254.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.0
FDL40,,Low Fat,1.2,Frozen Foods,94.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.0
NCE54,20.7,Low Fat,0.0,Household,74.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1881.0
FDL58,5.78,Regular,12.4,Snack Foods,262.36,OUT010,1998,,Tier 3,Grocery Store,791.0
FDW38,5.325,Regular,13.9,Dairy,53.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,378.0
FDD17,7.5,Low Fat,3.3,Frozen Foods,238.19,OUT013,1987,High,Tier 3,Supermarket Type1,3328.0
FDK25,11.6,Regular,15.7,Breakfast,166.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.0
FDR22,,Regular,1.8,Snack Foods,109.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.0
FDU35,6.44,low fat,0.0,Breads,99.87,OUT045,2002,,Tier 2,Supermarket Type1,1498.0
FDR35,12.5,Low Fat,2.1,Breads,198.97,OUT045,2002,,Tier 2,Supermarket Type1,995.0
NCZ18,7.825,Low Fat,18.7,Household,253.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.0
FDF22,6.865,Low Fat,9.5,Snack Foods,212.32,OUT010,1998,,Tier 3,Grocery Store,427.0
FDD17,7.5,Low Fat,3.3,Frozen Foods,238.79,OUT045,2002,,Tier 2,Supermarket Type1,4041.0
DRD37,9.8,Low Fat,1.4,Soft Drinks,45.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1212.0
FDC08,19.0,Regular,10.3,Fruits and Vegetables,225.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.0
FDU57,8.27,reg,9.0,Snack Foods,150.87,OUT046,1997,Small,Tier 1,Supermarket Type1,2408.0
FDZ58,17.85,Low Fat,5.2,Snack Foods,121.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.0
FDY01,11.8,Regular,17.0,Canned,116.48,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.0
FDG09,20.6,Regular,4.8,Fruits and Vegetables,187.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,4694.0
NCE54,20.7,Low Fat,2.7,Household,73.94,OUT046,1997,Small,Tier 1,Supermarket Type1,677.0
FDB34,15.25,Low Fat,2.7,Snack Foods,87.02,OUT045,2002,,Tier 2,Supermarket Type1,2442.0
FDT24,12.35,Regular,0.0,Baking Goods,76.23,OUT046,1997,Small,Tier 1,Supermarket Type1,1545.0
FDZ08,12.5,Regular,11.0,Fruits and Vegetables,83.06,OUT013,1987,High,Tier 3,Supermarket Type1,743.0
NCI54,15.2,Low Fat,3.4,Household,108.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.0
FDU34,18.25,Low Fat,7.5,Snack Foods,122.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.0
FDP23,6.71,Low Fat,0.0,Breads,218.92,OUT013,1987,High,Tier 3,Supermarket Type1,2395.0
NCV29,,Low Fat,4.0,Health and Hygiene,176.77,OUT019,1985,Small,Tier 1,Grocery Store,889.0
FDG10,,Regular,1.1,Snack Foods,57.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.0
FDZ56,,Low Fat,4.5,Fruits and Vegetables,167.55,OUT019,1985,Small,Tier 1,Grocery Store,1011.0
NCL41,12.35,Low Fat,4.2,Health and Hygiene,36.32,OUT035,2004,Small,Tier 2,Supermarket Type1,277.0
FDM39,6.42,low fat,5.3,Dairy,178.7,OUT013,1987,High,Tier 3,Supermarket Type1,4478.0
NCZ54,14.65,Low Fat,8.3,Household,161.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.0
FDT59,13.65,Low Fat,0.0,Breads,229.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,4838.0
FDV20,20.2,Regular,6.0,Fruits and Vegetables,128.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1399.0
NCE43,12.5,Low Fat,10.4,Household,172.24,OUT017,2007,,Tier 2,Supermarket Type1,1875.0
FDP15,,Low Fat,8.4,Meat,255.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,9228.0
FDO16,5.48,Low Fat,1.5,Frozen Foods,82.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.0
NCP41,,Low Fat,2.8,Health and Hygiene,109.46,OUT019,1985,Small,Tier 1,Grocery Store,647.0
DRD01,12.1,Regular,6.1,Soft Drinks,56.26,OUT045,2002,,Tier 2,Supermarket Type1,553.0
FDM56,16.7,Low Fat,7.1,Fruits and Vegetables,107.99,OUT017,2007,,Tier 2,Supermarket Type1,1419.0
FDS22,16.85,Regular,2.3,Snack Foods,45.94,OUT045,2002,,Tier 2,Supermarket Type1,308.0
FDX20,7.365,LF,4.3,Fruits and Vegetables,227.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,4075.0
FDE34,9.195,Low Fat,10.9,Snack Foods,183.66,OUT017,2007,,Tier 2,Supermarket Type1,2363.0
FDV50,14.3,Low Fat,12.3,Dairy,122.37,OUT046,1997,Small,Tier 1,Supermarket Type1,985.0
NCU17,5.32,Low Fat,9.3,Health and Hygiene,101.27,OUT017,2007,,Tier 2,Supermarket Type1,2241.0
NCP53,,Low Fat,3.3,Health and Hygiene,235.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,5705.0
FDW09,13.65,Regular,4.3,Snack Foods,80.23,OUT010,1998,,Tier 3,Grocery Store,79.0
FDW55,12.6,Regular,2.2,Fruits and Vegetables,248.61,OUT046,1997,Small,Tier 1,Supermarket Type1,3237.0
NCE31,,Low Fat,18.4,Household,33.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,935.0
FDO49,10.6,reg,3.3,Breakfast,49.7,OUT046,1997,Small,Tier 1,Supermarket Type1,961.0
FDH34,,Low Fat,5.4,Snack Foods,184.66,OUT019,1985,Small,Tier 1,Grocery Store,186.0
FDJ38,8.6,Regular,4.0,Canned,188.55,OUT013,1987,High,Tier 3,Supermarket Type1,3795.0
FDG32,19.85,LF,17.6,Fruits and Vegetables,224.08,OUT046,1997,Small,Tier 1,Supermarket Type1,1557.0
DRQ35,9.3,Low Fat,4.3,Hard Drinks,125.54,OUT017,2007,,Tier 2,Supermarket Type1,2848.0
FDK25,,Regular,27.5,Breakfast,167.85,OUT019,1985,Small,Tier 1,Grocery Store,337.0
FDD58,7.76,Low Fat,6.0,Snack Foods,99.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,1898.0
FDB15,10.895,Low Fat,13.7,Dairy,265.26,OUT035,2004,Small,Tier 2,Supermarket Type1,4219.0
DRF60,10.8,Low Fat,0.0,Soft Drinks,238.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,5244.0
FDH04,,Regular,2.0,Frozen Foods,91.05,OUT019,1985,Small,Tier 1,Grocery Store,272.0
FDM04,9.195,Regular,4.7,Frozen Foods,52.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.0
FDO58,19.6,Low Fat,4.0,Snack Foods,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3125.0
FDQ24,15.7,Low Fat,7.4,Baking Goods,253.37,OUT017,2007,,Tier 2,Supermarket Type1,6795.0
DRP35,18.85,Low Fat,9.1,Hard Drinks,127.43,OUT045,2002,,Tier 2,Supermarket Type1,895.0
DRI47,14.7,Low Fat,2.1,Hard Drinks,144.51,OUT013,1987,High,Tier 3,Supermarket Type1,3308.0
FDF35,15.0,Low Fat,15.4,Starchy Foods,108.59,OUT013,1987,High,Tier 3,Supermarket Type1,1394.0
FDP31,21.1,Regular,16.2,Fruits and Vegetables,65.02,OUT046,1997,Small,Tier 1,Supermarket Type1,639.0
FDQ52,17.0,Low Fat,12.0,Frozen Foods,248.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,6209.0
FDM12,16.7,Regular,7.0,Baking Goods,188.62,OUT035,2004,Small,Tier 2,Supermarket Type1,565.0
NCS42,8.6,Low Fat,6.9,Household,92.51,OUT046,1997,Small,Tier 1,Supermarket Type1,2007.0
FDO31,6.76,Regular,2.9,Fruits and Vegetables,79.3,OUT017,2007,,Tier 2,Supermarket Type1,1119.0
FDU19,8.77,Regular,4.7,Fruits and Vegetables,173.94,OUT046,1997,Small,Tier 1,Supermarket Type1,3104.0
NCE19,,Low Fat,9.3,Household,53.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.0
FDR16,5.845,Regular,10.5,Frozen Foods,213.22,OUT035,2004,Small,Tier 2,Supermarket Type1,7267.0
FDF56,16.7,Regular,12.0,Fruits and Vegetables,182.0,OUT045,2002,,Tier 2,Supermarket Type1,5433.0
DRJ59,11.65,Low Fat,3.2,Hard Drinks,38.82,OUT010,1998,,Tier 3,Grocery Store,77.0
FDH16,,Low Fat,5.2,Frozen Foods,88.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.0
FDI28,14.3,Low Fat,2.6,Frozen Foods,78.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,1268.0
FDC58,,Low Fat,0.0,Snack Foods,45.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.0
FDU13,8.355,Low Fat,18.8,Canned,148.04,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.0
FDX58,13.15,Low Fat,4.4,Snack Foods,183.1,OUT046,1997,Small,Tier 1,Supermarket Type1,1831.0
FDU16,19.25,Regular,0.0,Frozen Foods,82.59,OUT045,2002,,Tier 2,Supermarket Type1,923.0
FDX35,5.035,Regular,8.0,Breads,228.2,OUT045,2002,,Tier 2,Supermarket Type1,2505.0
FDL21,15.85,Regular,0.7,Snack Foods,41.05,OUT046,1997,Small,Tier 1,Supermarket Type1,799.0
DRM37,15.35,Low Fat,9.6,Soft Drinks,197.38,OUT013,1987,High,Tier 3,Supermarket Type1,3350.0
FDR35,12.5,Low Fat,2.1,Breads,197.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.0
FDW32,18.35,Regular,15.8,Fruits and Vegetables,87.59,OUT010,1998,,Tier 3,Grocery Store,172.0
FDY34,,Regular,1.1,Snack Foods,167.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,6466.0
FDQ44,20.5,Low Fat,3.6,Fruits and Vegetables,120.18,OUT013,1987,High,Tier 3,Supermarket Type1,2060.0
DRD24,13.85,Low Fat,3.1,Soft Drinks,143.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2553.0
DRE12,4.59,Low Fat,0.0,Soft Drinks,111.19,OUT045,2002,,Tier 2,Supermarket Type1,1245.0
NCX29,10.0,Low Fat,8.9,Health and Hygiene,147.11,OUT013,1987,High,Tier 3,Supermarket Type1,2916.0
FDS07,12.35,Low Fat,10.0,Fruits and Vegetables,113.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,1594.0
FDI27,,Regular,4.6,Dairy,43.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.0
FDL02,20.0,Regular,10.4,Canned,107.46,OUT013,1987,High,Tier 3,Supermarket Type1,1588.0
FDN58,13.8,Regular,5.7,Snack Foods,232.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.0
DRK12,9.5,Low Fat,4.2,Soft Drinks,33.39,OUT045,2002,,Tier 2,Supermarket Type1,732.0
FDC60,5.425,Regular,11.4,Baking Goods,88.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2834.0
FDV45,16.75,Low Fat,4.5,Snack Foods,187.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,2441.0
FDB23,19.2,Regular,0.0,Starchy Foods,223.81,OUT045,2002,,Tier 2,Supermarket Type1,5643.0
NCA29,10.5,Low Fat,2.7,Household,171.31,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.0
FDO20,12.85,Regular,15.3,Fruits and Vegetables,252.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.0
NCH55,,Low Fat,6.1,Household,127.5,OUT019,1985,Small,Tier 1,Grocery Store,380.0
FDO32,6.36,Low Fat,12.1,Fruits and Vegetables,45.71,OUT045,2002,,Tier 2,Supermarket Type1,839.0
FDS59,,Regular,7.7,Breads,111.86,OUT019,1985,Small,Tier 1,Grocery Store,110.0
FDR59,14.5,Regular,6.4,Breads,263.26,OUT013,1987,High,Tier 3,Supermarket Type1,2878.0
FDS55,7.02,Low Fat,8.1,Fruits and Vegetables,150.07,OUT045,2002,,Tier 2,Supermarket Type1,4454.0
FDT21,7.42,Low Fat,2.0,Snack Foods,247.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.0
NCR38,17.25,Low Fat,11.4,Household,253.57,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.0
FDJ22,18.75,Low Fat,5.3,Snack Foods,190.65,OUT045,2002,,Tier 2,Supermarket Type1,1342.0
FDB57,20.25,reg,1.9,Fruits and Vegetables,220.58,OUT017,2007,,Tier 2,Supermarket Type1,2446.0
FDR52,12.65,Regular,7.6,Frozen Foods,192.38,OUT013,1987,High,Tier 3,Supermarket Type1,1911.0
NCO41,12.5,Low Fat,1.9,Health and Hygiene,96.74,OUT046,1997,Small,Tier 1,Supermarket Type1,2168.0
FDG47,12.8,Low Fat,11.7,Starchy Foods,261.43,OUT010,1998,,Tier 3,Grocery Store,262.0
FDB44,6.655,Low Fat,0.0,Fruits and Vegetables,212.46,OUT017,2007,,Tier 2,Supermarket Type1,2744.0
FDY14,10.3,Low Fat,7.0,Dairy,263.02,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.0
NCN55,14.6,Low Fat,6.0,Others,239.25,OUT017,2007,,Tier 2,Supermarket Type1,3605.0
FDV48,9.195,Regular,5.2,Baking Goods,77.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.0
FDA21,13.65,Low Fat,3.6,Snack Foods,185.29,OUT035,2004,Small,Tier 2,Supermarket Type1,3147.0
FDZ27,7.935,Low Fat,1.7,Dairy,51.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,849.0
FDW58,20.75,Low Fat,0.8,Snack Foods,104.16,OUT013,1987,High,Tier 3,Supermarket Type1,1694.0
FDH45,15.1,Regular,10.6,Fruits and Vegetables,41.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.0
FDH38,,Low Fat,1.8,Canned,115.28,OUT019,1985,Small,Tier 1,Grocery Store,117.0
FDL43,10.1,Low Fat,2.7,Meat,76.37,OUT046,1997,Small,Tier 1,Supermarket Type1,766.0
FDD38,,Regular,0.0,Canned,100.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,1834.0
FDV02,16.75,Low Fat,6.1,Dairy,173.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.0
NCF31,9.13,Low Fat,5.2,Household,152.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.0
NCN05,8.235,Low Fat,1.5,Health and Hygiene,182.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.0
FDZ16,16.85,Regular,16.0,Frozen Foods,194.15,OUT013,1987,High,Tier 3,Supermarket Type1,5812.0
NCT18,,Low Fat,5.9,Household,181.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.0
NCP50,17.35,Low Fat,2.1,Others,79.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.0
FDW13,,Low Fat,17.1,Canned,50.53,OUT019,1985,Small,Tier 1,Grocery Store,208.0
NCS53,14.5,Low Fat,9.0,Health and Hygiene,159.96,OUT017,2007,,Tier 2,Supermarket Type1,2218.0
DRG03,14.5,Low Fat,6.2,Dairy,153.1,OUT046,1997,Small,Tier 1,Supermarket Type1,4922.0
DRE60,9.395,Low Fat,16.0,Soft Drinks,227.87,OUT017,2007,,Tier 2,Supermarket Type1,1585.0
FDK21,7.905,Low Fat,1.0,Snack Foods,248.34,OUT045,2002,,Tier 2,Supermarket Type1,751.0
FDF52,,Low Fat,11.7,Frozen Foods,183.33,OUT019,1985,Small,Tier 1,Grocery Store,365.0
NCN43,,Low Fat,1.2,Others,121.37,OUT019,1985,Small,Tier 1,Grocery Store,246.0
FDW13,8.5,Low Fat,9.8,Canned,52.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.0
FDW14,8.3,Regular,3.8,Dairy,87.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1832.0
FDG24,7.975,Low Fat,1.5,Baking Goods,84.52,OUT046,1997,Small,Tier 1,Supermarket Type1,416.0
FDR19,13.5,Regular,16.0,Fruits and Vegetables,145.41,OUT045,2002,,Tier 2,Supermarket Type1,3499.0
NCG06,,Low Fat,2.9,Household,256.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.0
FDK10,5.785,Regular,4.0,Snack Foods,181.37,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.0
DRK12,9.5,LF,4.2,Soft Drinks,32.09,OUT017,2007,,Tier 2,Supermarket Type1,433.0
FDY55,16.75,Low Fat,8.1,Fruits and Vegetables,258.1,OUT045,2002,,Tier 2,Supermarket Type1,8995.0
FDV04,,Regular,14.9,Frozen Foods,158.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.0
FDE23,17.6,Regular,0.0,Starchy Foods,46.01,OUT046,1997,Small,Tier 1,Supermarket Type1,326.0
FDI08,18.2,Regular,6.7,Fruits and Vegetables,250.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.0
DRA12,11.6,Low Fat,6.9,Soft Drinks,143.02,OUT010,1998,,Tier 3,Grocery Store,284.0
FDF22,6.865,Low Fat,5.7,Snack Foods,212.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2351.0
FDQ57,7.275,Low Fat,2.8,Snack Foods,145.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.0
FDP07,18.2,Low Fat,9.0,Fruits and Vegetables,197.51,OUT046,1997,Small,Tier 1,Supermarket Type1,393.0
DRE37,13.5,Low Fat,0.0,Soft Drinks,189.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1891.0
DRF25,9.0,Low Fat,3.9,Soft Drinks,36.12,OUT013,1987,High,Tier 3,Supermarket Type1,1099.0
DRF03,19.1,Low Fat,4.5,Dairy,38.81,OUT013,1987,High,Tier 3,Supermarket Type1,731.0
FDN51,17.85,Regular,2.1,Meat,260.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4176.0
FDD21,10.3,Regular,3.1,Fruits and Vegetables,114.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2176.0
NCY42,6.38,Low Fat,1.5,Household,145.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.0
FDH28,,Regular,0.0,Frozen Foods,37.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,987.0
NCZ29,15.0,Low Fat,11.9,Health and Hygiene,126.34,OUT010,1998,,Tier 3,Grocery Store,503.0
FDN60,15.1,Low Fat,9.5,Baking Goods,159.26,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.0
NCW06,16.2,Low Fat,5.1,Household,191.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1732.0
NCS30,5.945,Low Fat,9.3,Household,129.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4392.0
FDW26,11.8,Regular,17.9,Dairy,224.28,OUT010,1998,,Tier 3,Grocery Store,667.0
FDQ01,19.7,Regular,16.1,Canned,256.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.0
FDH27,,Low Fat,10.2,Dairy,145.01,OUT019,1985,Small,Tier 1,Grocery Store,144.0
NCX41,19.0,Low Fat,1.8,Health and Hygiene,211.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.0
FDH58,12.3,Low Fat,3.7,Snack Foods,115.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.0
DRB25,12.3,Low Fat,11.6,Soft Drinks,107.09,OUT010,1998,,Tier 3,Grocery Store,214.0
FDG45,8.1,Low Fat,12.8,Fruits and Vegetables,210.49,OUT045,2002,,Tier 2,Supermarket Type1,5310.0
FDP11,15.85,Low Fat,6.9,Breads,216.62,OUT046,1997,Small,Tier 1,Supermarket Type1,4137.0
FDV19,14.85,Regular,3.5,Fruits and Vegetables,161.26,OUT046,1997,Small,Tier 1,Supermarket Type1,4172.0
FDT32,19.0,Regular,6.6,Fruits and Vegetables,186.52,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0
